SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
3652686P,Oppenheimer Tinny Taffy 50 Pack 575g,Oppenheimer,Tinny Taffy 50 Pack,17.0,$2.96 per 100G,575g,,International Foods,https://shop.coles.com.au/a/national/product/oppenheimer-tinny-taffy-50-pack
2504821P,Alicos Organic Sicilian Cherry Tomato Puree Passata 660g,Alicos,Organic Sicilian Cherry Tomato Puree Passata,5.0,$0.76 per 100G,660g,,International Foods,https://shop.coles.com.au/a/national/product/alicos--organic-cherry-tomato-puree-pasata
3653077P,Leiber's Mr Chip Premium Cookie 310g,Leiber's,Mr Chip Premium Cookie,7.5,$2.42 per 100G,310g,,International Foods,https://shop.coles.com.au/a/national/product/leibers-mr-chip-premium-cookie
1384327P,Jinmailang Long XU Noodle 1kg,Jinmailang,Long XU Noodle,2.5,$2.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-noodle-long
6994187P,Gaganis Premium Continental Style Soup Mix 1kg,Gaganis,Premium Continental Style Soup Mix,4.8,$4.80 per 1Kg,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/gaganis-mixed-soup-continental
9880322P,Royal Fields Pearl Barley 1kg,Royal Fields,Pearl Barley,3.0,$3.00 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-barley-pearl
7368582P,Mission Extreme Cheese Tortilla Triangles Corn Chips 230g,Mission,Extreme Cheese Tortilla Triangles Corn Chips,3.1,$1.35 per 100G,230g,,International Foods,https://shop.coles.com.au/a/national/product/mission-corn-chips-extreme-cheese
2107480P,Ayam Thai Sweet Chilli Sauce Light 285mL,Ayam,Thai Sweet Chilli Sauce Light,2.3,$0.81 per 100mL,285mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-light-sweet-chilli-sauce
9316422P,Nissin Tom Yam Seafood Flavour Instant Cup Noodles 75g,Nissin,Tom Yam Seafood Flavour Instant Cup Noodles,2.1,$2.80 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-noodle-cup-tom-yum-seafood
2057552P,Haldiram's Khatta Meetha Snacks 150g,Haldiram's,Khatta Meetha Snacks,1.6,$1.07 per 100G,150g,Specials,International Foods,https://shop.coles.com.au/a/national/product/haldirams-khattameetha
8591013P,Siena Sugo Presto Al Basilico Pasta Sauce 680g,Siena,Sugo Presto Al Basilico Pasta Sauce,2.8,$0.41 per 100G,680g,,International Foods,https://shop.coles.com.au/a/national/product/siena-sugo-pesto-sauce-pasta-with-basil
3902943P,Coles Organic Coconut Milk 400mL,Coles,Organic Coconut Milk,2.35,$0.59 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/organic-coconut-milk
2494218P,Glico Pocky Chocolate Biscuit Sticks 47g,Glico Pocky,Chocolate Biscuit Sticks,1.8,$3.83 per 100G,47g,,International Foods,https://shop.coles.com.au/a/national/product/pocky-chocolate-biscuit-sticks
3652540P,Shneider's Yo Round Crackers 350g,Shneider's,Yo Round Crackers,5.4,$1.54 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/shneiders-yo-round-crackers
9919905P,Valcom Rice Paper 250g,Valcom,Rice Paper,2.45,$0.98 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/valcom-rice-paper-22cm
3557459P,Louisiana Jamalaya Rice Mix 212g,Louisiana,Jamalaya Rice Mix,7.0,$3.30 per 100G,212g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-jamalaya-rice-mix
6823413P,Valcom Green Curry Paste 210g,Valcom,Green Curry Paste,3.2,$1.52 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-paste-paste-green-curry
3151910P,Huy Fong Foods Inc. Chili Garlic Sauce 226g,Huy Fong Foods Inc.,Chili Garlic Sauce,5.2,$2.30 per 100G,226g,,International Foods,https://shop.coles.com.au/a/national/product/huy-fong-chili-garlic-sauce
1334533P,Five Tastes Thai Green Curry Paste 210g,Five Tastes,Thai Green Curry Paste,3.0,$1.43 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/five-tastes-paste-thai-green-curry
7475811P,Simba Cheesey Nik Naks 135g,Simba,Cheesey Nik Naks,2.9,$2.15 per 100G,135g,,International Foods,https://shop.coles.com.au/a/national/product/simba-nik-naks-cheese-7475811p
5856010P,Lee Kum Kee Sweet & Sour Sauce 240g,Lee Kum Kee,Sweet & Sour Sauce,4.15,$1.73 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-sauce-sweet-sour
3735615P,Coles Asia Sesame Oil 370mL,Coles,Asia Sesame Oil,6.0,$1.62 per 100mL,370mL,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-sesame-oil
3709998P,Nyakers Ginger Snaps Original 150g,Nyakers,Ginger Snaps Original,3.5,$2.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/nyakers-ginger-snaps-original
3083434P,Gaganis Premium Green Brown Lentils 1kg,Gaganis,Premium Green Brown Lentils,4.75,$4.75 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-green-brown-lentils
5417199P,Batchelors Original Mushy Peas 300g,Batchelors,Original Mushy Peas,2.0,$6.67 per 1Kg,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/batchelors-peas-mushy-original
3561321P,L&P Soft Drink Can 440mL,L&P,Soft Drink Can,2.4,$0.55 per 100mL,440mL,,International Foods,https://shop.coles.com.au/a/national/product/l-p-soft-drink-can
3479480P,Coles Creamy Jalapeno Topping Medium 240g,Coles,Creamy Jalapeno Topping Medium,3.6,$1.50 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/coles-creamy-jalapeno-topping
1277484P,Mission Chilli & Lime Tortilla Triangles Corn Chips 230g,Mission,Chilli & Lime Tortilla Triangles Corn Chips,3.1,$1.35 per 100G,230g,,International Foods,https://shop.coles.com.au/a/national/product/mission-corn-chips-chilli-lime
1656110P,Maynards Bassetts Wine Gums 190g,Maynards,Bassetts Wine Gums,5.2,$2.74 per 100G,190g,,International Foods,https://shop.coles.com.au/a/national/product/maynards-wine-gums-bag
3479027P,Coles Fold & Roll Tortilla Wraps 6 Pack 545g,Coles,Fold & Roll Tortilla Wraps 6 Pack,4.0,$0.73 per 100G,545g,,International Foods,https://shop.coles.com.au/a/national/product/coles-fold-roll-tortilla-wraps-6-pack
2017412P,Obento Ramen Noodles 150g,Obento,Ramen Noodles,1.4,$0.93 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/obento-ramen-noodles
3083376P,Siena Stuffed Green Olives 440g,Siena,Stuffed Green Olives,2.3,$5.23 per 1Kg,440g,,International Foods,https://shop.coles.com.au/a/national/product/siena-stuffed-green-olives
1133167P,Eti Sesame Sticks Crackers 110g,Eti,Sesame Sticks Crackers,2.4,$2.18 per 100G,110g,,International Foods,https://shop.coles.com.au/a/national/product/eti-sesame-sticks
2344601P,Mr Fishi Matje Herring Fillets 250g,Mr Fishi,Matje Herring Fillets,5.0,$20.00 per 1Kg,250g,,International Foods,https://shop.coles.com.au/a/national/product/mr-fish-herring-fillets-2344601p
7428607P,Griffins Krispie delicious toasted Coconut Biscuit 250g,Griffins,Krispie delicious toasted Coconut Biscuit,3.5,$1.40 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/griffins-biscuits-krispie
3474282P,Coles Indian Naan Garlic 3 Pack 250g,Coles,Indian Naan Garlic 3 Pack,2.7,$1.08 per 100G,250g,Specials,International Foods,https://shop.coles.com.au/a/national/product/coles-indian-naan-garlic-herb-2-pack
7398856P,Gaganis Mung Beans 1kg,Gaganis,Mung Beans,4.5,$4.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-beans-mung
9435079P,Valcom Kaffir Lime Leaves 100g,Valcom,Kaffir Lime Leaves,2.85,$28.50 per 1Kg,100g,,International Foods,https://shop.coles.com.au/a/national/product/valcom-lime-leaves-kaffir
3656348P,Haddar Soy Sauce 296mL,Haddar,Soy Sauce,5.8,$1.96 per 100mL,296mL,,International Foods,https://shop.coles.com.au/a/national/product/haddar-soy-sauce
4565510P,Old El Paso Stand 'N Stuff Taco Kit Mild 295g,Old El Paso,Stand 'N Stuff Taco Kit Mild,5.0,$1.69 per 100G,295g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-kit-stand-n-stuff-mild
7978186P,Maharajah's Choice Semolina Coarse 1kg,Maharajah's Choice,Semolina Coarse,2.0,$2.00 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pulse-mc--semolina-course
3339196P,Pattu Coriander Seeds 200g,Pattu,Coriander Seeds,2.2,$1.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-coriander-seed
321401P,Eskal Pickled Herring Fillets 375g,Eskal,Pickled Herring Fillets,6.8,$18.13 per 1Kg,375g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-herring-fillets-pickled
1383630P,Nissin Sesame Oil Flavour Instant Noodles 110g,Nissin,Sesame Oil Flavour Instant Noodles,1.95,$1.77 per 100G,110g,,International Foods,https://shop.coles.com.au/a/national/product/nissin-noodle-bowl
3462534P,Perugina Dark Chocolate 86g,Perugina,Dark Chocolate,4.4,$0.51 per 10G,86g,,International Foods,https://shop.coles.com.au/a/national/product/perugina-85-dark-chocolate
1132980P,Tamek Tomato Paste Jar 720g,Tamek,Tomato Paste Jar,3.0,$0.43 per 100G,720g,,International Foods,https://shop.coles.com.au/a/national/product/tamek-tomato-paste-jar
2724963P,Walkers Highland Oatcakes Biscuits 4 pack 280g,Walkers,Highland Oatcakes Biscuits 4 pack,5.5,$1.96 per 100G,280g,,International Foods,https://shop.coles.com.au/a/national/product/walkers-biscuits-oatcakes-highland
38943P,Old El Paso Thick 'N Chunky Salsa Medium 375g,Old El Paso,Thick 'N Chunky Salsa Medium,3.5,$0.93 per 100G,375g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-thick-chunky-salsa-medium
9880413P,Royal Fields Black Eye Beans 1kg,Royal Fields,Black Eye Beans,6.5,$6.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-beans-black-eye
351683P,Sniders Coarse Matzo Meal 375g,Sniders,Coarse Matzo Meal,6.5,$1.73 per 100G,375g,,International Foods,https://shop.coles.com.au/a/national/product/sniders-matzo-meal-caramel-coarse
5487467P,Double Phoenix Red Prawn Crackers 200g,Double Phoenix,Red Prawn Crackers,1.65,$0.83 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/double-phoenix-crackers-red-prawn
9887037P,Royal Fields Chilli Corn Nuts 500g,Royal Fields,Chilli Corn Nuts,7.0,$14.00 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/corn-nuts-chilli
3828658P,Sera Pepper Paste Hot 720g,Sera,Pepper Paste Hot,9.0,$1.25 per 100G,720g,,International Foods,https://shop.coles.com.au/a/national/product/sera-pepper-paste-hot
3740127P,Shinho Soybean Paste 400g,Shinho,Soybean Paste,1.75,$0.44 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/shinho-soybean-paste
3739809P,Pandaroo Sweet Condensed Coconut Milk 320g,Pandaroo,Sweet Condensed Coconut Milk,5.0,$1.56 per 100G,320g,,International Foods,https://shop.coles.com.au/a/national/product/pandaro-swet-condensed-coconut-milk
3453318P,Jelly B Drinkable Konjac Jelly  Watermelon Flavour 150mL,Jelly B,Drinkable Konjac Jelly  Watermelon Flavour,2.7,$1.80 per 100mL,150mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/jelly-b-konjac-jelly-watermelon-3453318p
5400447P,Kras Napolitanke Hazelnut Wafers 330g,Kras,Napolitanke Hazelnut Wafers,3.9,$1.18 per 100G,330g,Specials,International Foods,https://shop.coles.com.au/a/national/product/kras-napolitanke-wafers-hazelnut
7880730P,Zahra Pickled Cucumber 1.4kg,Zahra,Pickled Cucumber,6.5,$4.64 per 1Kg,1.4kg,,International Foods,https://shop.coles.com.au/a/national/product/durra-cucumber-pickled
9115056P,Damia Assorted Soft Fruit Lollies 1kg,Damia,Assorted Soft Fruit Lollies,6.4,$6.40 per 1Kg,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/damla-assorted-soft-fruit-lollies
7774437P,Garden Fresh Dill Gherkins Pickle 670g,Garden Fresh,Dill Gherkins Pickle,3.0,$0.45 per 100G,670g,,International Foods,https://shop.coles.com.au/a/national/product/garden-fresh-gherkins-dill-7774437p
2001707P,Ayam San Choy Bao Sauce 210mL,Ayam,San Choy Bao Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-san-choy-bao-sauce
3557415P,Bell's Blazin Buffalo Wing Seasoning 45g,Bell's,Blazin Buffalo Wing Seasoning,5.0,$11.11 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/bells-wing-seasoning-blazin-buffalo
3403331P,Walters Original Nougat Biscuit 150g,Walters,Original Nougat Biscuit,5.0,$3.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/walters-nougat-biscuit-original
3736764P,Doldori Roasted Seaweed Snack Honey Butter 30g,Doldori,Roasted Seaweed Snack Honey Butter,3.35,$11.17 per 100G,30g,,International Foods,https://shop.coles.com.au/a/national/product/doldori-roasted-seawed-snack-honey-butter
7201995P,Protea Foods Lekker Peri Peri Biltong Stokkies 100g,Protea Foods,Lekker Peri Peri Biltong Stokkies,11.8,$11.80 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/lekker-biltong-stokkies-peri
1279209P,Old El Paso Chilli & Garlic Rice Dinner Kit 355g,Old El Paso,Chilli & Garlic Rice Dinner Kit,5.0,$1.41 per 100G,355g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-rice-kit-chilli-garlic
3318425P,MTR Rice Noodle Vermicelli 440g,MTR,Rice Noodle Vermicelli,2.9,$0.66 per 100G,440g,,International Foods,https://shop.coles.com.au/a/national/product/mtr-rice-noodle-vermicelli
3817414P,Kamila Truffle Magnific Hazelnut & Vanilla 750g,Kamila,Truffle Magnific Hazelnut & Vanilla,8.8,$1.17 per 100G,750g,Specials,International Foods,https://shop.coles.com.au/a/national/product/kamila-truffle-magnific-hazelnut-vanilla
9885971P,Cortas Falafel Mix 200g,Cortas,Falafel Mix,3.3,$1.65 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/cortas-falafel-powder
3817549P,Ceren Black Olive Oil Cured 700g,Ceren,Black Olive Oil Cured,6.4,$0.91 per 100G,700g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ceren-black-olive-oil-cured
5249775P,Chang's Gluten Free Fried Noodles 100g,Chang's,Gluten Free Fried Noodles,1.6,$1.60 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/changs-noodles-rice-fried
1852367P,Vitaminka Stobi Flips With Peanuts Snack 40g,Vitaminka,Stobi Flips With Peanuts Snack,1.1,$0.28 per 10G,40g,,International Foods,https://shop.coles.com.au/a/national/product/vitaminka-stobi-flips
5253193P,Lee Kum Kee Chicken Marinade Sauce 410mL,Lee Kum Kee,Chicken Marinade Sauce,4.35,$1.06 per 100mL,410mL,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-marinade-chicken
6908403P,Lee Kum Kee Chiu Chow Chilli Oil 205g,Lee Kum Kee,Chiu Chow Chilli Oil,3.6,$17.56 per 1Kg,205g,Specials,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-oil-chili-chiu-chow
9887569P,Royal Fields Baked Chilli Rice Crackers 350g,Royal Fields,Baked Chilli Rice Crackers,4.0,$1.14 per 100G,350g,Specials,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-chilli-rice-snacks
3478920P,Coles Chipotle Sasonador Mexico Seasoning 40g,Coles,Chipotle Sasonador Mexico Seasoning,1.5,$0.38 per 10G,40g,,International Foods,https://shop.coles.com.au/a/national/product/coles-seasoning-chipotle
8180948P,Crosse & Blackwell Tangy Mayonnaise 375mL,Crosse & Blackwell,Tangy Mayonnaise,5.85,$1.56 per 100mL,375mL,,International Foods,https://shop.coles.com.au/a/national/product/crosse-blackwell-mayonnaise
3825310P,Sera Stuffed Eggplants 300g,Sera,Stuffed Eggplants,3.8,$1.27 per 100G,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/sera-stuffed-eggplants
2921830P,Mission Deli Style White Corn Strips 500g,Mission,Deli Style White Corn Strips,5.5,$1.10 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/mission-deli-style-white-strip-corn-chips
6069134P,Obento Sliced Pickled Ginger Amazu Shoga 100g,Obento,Sliced Pickled Ginger Amazu Shoga,1.65,$16.50 per 1Kg,100g,,International Foods,https://shop.coles.com.au/a/national/product/obento-ginger-pickled-slices
7170927P,Colman's Bramley Apple Sauce 155g,Colman's,Bramley Apple Sauce,4.0,$2.58 per 100G,155g,,International Foods,https://shop.coles.com.au/a/national/product/colmans-bramley-apple-sauce
2505096P,Sera Okra In Brine 680g,Sera,Okra In Brine,4.65,$0.68 per 100G,680g,Specials,International Foods,https://shop.coles.com.au/a/national/product/sera-okra-in-brine
5258379P,Lieber's Fresh Crispy Delicious Party Pretzels 454g,Lieber's,Fresh Crispy Delicious Party Pretzels,3.9,$1.15 per 100G,454g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-pretzels-party
1383970P,Baishanzu XO Five Spices Mushroom Sauce 210g,Baishanzu,XO Five Spices Mushroom Sauce,2.2,$1.05 per 100G,210g,,International Foods,https://shop.coles.com.au/a/national/product/baishanzu--xo-mushroom-sauce-five-spice
7136736P,Nestle Tex Bar 40g,Nestle,Tex Bar,2.0,$5.00 per 100G,40g,,International Foods,https://shop.coles.com.au/a/national/product/nestle-tex-bar
3755260P,Ayam Vegetarian Oyster Sauce 210mL,Ayam,Vegetarian Oyster Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-vegetarian-oyster-sauce
2057520P,Haldiram's Bhujia Sev Snacks 150g,Haldiram's,Bhujia Sev Snacks,1.6,$1.07 per 100G,150g,Specials,International Foods,https://shop.coles.com.au/a/national/product/haldirams-bhujia-sev-snacks
3557539P,Arizona Gunslinger Jalapeno Pepper Sauce 147mL,Arizona Gunslinger,Jalapeno Pepper Sauce,6.7,$4.56 per 100mL,147mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/arizona-gunslinger-jalapeno-pepper-sauce
5540231P,Old El Paso Soft Taco Kit Mild 405g,Old El Paso,Soft Taco Kit Mild,5.0,$1.23 per 100G,405g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-kit-soft
3164398P,Glico Pocky Cookies & Cream Biscuit Sticks 40g,Glico Pocky,Cookies & Cream Biscuit Sticks,1.8,$4.50 per 100G,40g,,International Foods,https://shop.coles.com.au/a/national/product/pocky-cookies-cream-biscuit
3843753P,Tuscanini Tomato Juice 1L,Tuscanini,Tomato Juice,4.8,$0.48 per 100mL,1L,,International Foods,https://shop.coles.com.au/a/national/product/tuscanini-tomato-juice-3843753p
1020080P,Tragano Fire Roasted Red Peppers 480g,Tragano,Fire Roasted Red Peppers,4.5,$9.38 per 1Kg,480g,,International Foods,https://shop.coles.com.au/a/national/product/tragano-greek-peppers-roasted-red
8227928P,Drava Liver Paste 95g,Drava,Liver Paste,2.1,$2.21 per 100G,95g,,International Foods,https://shop.coles.com.au/a/national/product/drava-paste-liver
386032P,Old El Paso Mexe Beans Mild 425g,Old El Paso,Mexe Beans Mild,2.4,$0.56 per 100G,425g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-beans-mexican
2060660P,Absolutely Cracked Pepper Crackers 125g,Absolutely,Cracked Pepper Crackers,11.8,$9.44 per 100G,125g,,International Foods,https://shop.coles.com.au/a/national/product/absolutely-cracked-pepper-crackers
2158811P,Pattu Chick Peas Kabuli 9mm 1kg,Pattu,Chick Peas Kabuli 9mm,4.5,$4.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu-chick-peas-kabuli-9mm
9880457P,Royal Fields Dark Red Kidney Beans 1kg,Royal Fields,Dark Red Kidney Beans,5.9,$5.90 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-beans-kidney-dark-red
4777111P,Ayam Sweet Chilli Sauce 435mL,Ayam,Sweet Chilli Sauce,3.3,$0.76 per 100mL,435mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-sweet-chilli
46522P,Eskal Cucumber Dill Pickles 540g,Eskal,Cucumber Dill Pickles,3.4,$0.63 per 100G,540g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-cucumbers-pickled-dill-46522p
6989187P,Fantastic Instant Noodles 700g,Fantastic,Instant Noodles,3.0,$0.43 per 100G,700g,Specials,International Foods,https://shop.coles.com.au/a/national/product/fantastic-noodles-instant
7147721P,Osem Bamba With Hazelnut Filling Snacks 60g,Osem,Bamba With Hazelnut Filling Snacks,1.9,$3.17 per 100G,60g,,International Foods,https://shop.coles.com.au/a/national/product/osem-bamba-snacks-hazelnut-filling
3653124P,David's Kosher Salt 453g,David's,Kosher Salt,4.4,$0.97 per 100G,453g,Specials,International Foods,https://shop.coles.com.au/a/national/product/davids-kosher-salt
3739784P,Oki Fried Chicken Coating Hot Spicy 120g,Oki,Fried Chicken Coating Hot Spicy,1.7,$1.42 per 100G,120g,,International Foods,https://shop.coles.com.au/a/national/product/oki-fried-chicken-coating-hot-spicy
3714546P,Harry Ramsden Chip Shop Curry Sauce 48g,Harry Ramsden,Chip Shop Curry Sauce,1.8,$3.75 per 100G,48g,Specials,International Foods,https://shop.coles.com.au/a/national/product/harry-ramsden-chip-shop-curry-sauce
238716P,Eskal Schmalz Herring 375g,Eskal,Schmalz Herring,6.7,$17.87 per 1Kg,375g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-herring-schmalz
7054482P,TCC Light Coconut Milk 400mL,TCC,Light Coconut Milk,1.5,$0.38 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/tcc-milk-coconut-extract-lite
3804387P,Old El Paso Taco Shells Family Pack 18 pack,Old El Paso,Taco Shells Family Pack,4.5,$0.25 per 1Ea,18 pack,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-family-pack-taco-shells-18-pack
1318537P,Old Town 3 In 1 Classic White Coffee 570g,Old Town,3 In 1 Classic White Coffee,7.0,$1.23 per 100G,570g,,International Foods,https://shop.coles.com.au/a/national/product/old-town-coffee-classic
5846606P,Loumidis Papagalos Greek Coffee 490g,Loumidis,Papagalos Greek Coffee,10.0,$2.04 per 100G,490g,,International Foods,https://shop.coles.com.au/a/national/product/loumidis-greek-style-coffee
9595042P,The Dutch Company Licorice Coins 100g,The Dutch Company,Licorice Coins,2.5,$2.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/the-dutch-company-licorice-coins
1656074P,McVitie's Penguin Biscuits 6 Pack 147g,McVitie's,Penguin Biscuits 6 Pack,2.8,$1.90 per 100G,147g,,International Foods,https://shop.coles.com.au/a/national/product/mcvities-penguin-biscuits-9-pack
3632328P,Qiushi Hot Pot Spinach Noodles 300g,Qiushi,Hot Pot Spinach Noodles,2.5,$0.83 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/qiushi-hotpot-noodles-spinach
5112147P,Osem Cream Crackers 250g,Osem,Cream Crackers,3.0,$1.20 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/osem-crackers-cream
3702649P,Pascall Fruit Jubes Lollies 180g,Pascall,Fruit Jubes Lollies,3.5,$1.94 per 100G,180g,Specials,International Foods,https://shop.coles.com.au/a/national/product/pascall-fruit-jubes
7979746P,Maharajah's Choice Mustard Oil 500mL,Maharajah's Choice,Mustard Oil,4.0,$0.80 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-mustard-oil
8892610P,Alprose Deluxe Finest Swiss Dark Chocolate 100g,Alprose,Deluxe Finest Swiss Dark Chocolate,3.65,$3.65 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/alprose-dark-chocolate-deluxe
9595053P,The Dutch Company Licorice Cats 100g,The Dutch Company,Licorice Cats,2.5,$2.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/the-dutch-company-licorice-cats
6802800P,Cocon Assorted Pudding 6 Pieces 480g,Cocon,Assorted Pudding 6 Pieces,4.45,$0.93 per 100G,480g,,International Foods,https://shop.coles.com.au/a/national/product/cocon-pudding-assorted
8693625P,Jacob's Original Twiglets 45g,Jacob's,Original Twiglets,1.8,$4.00 per 100G,45g,Specials,International Foods,https://shop.coles.com.au/a/national/product/jacobs-twiglets
8692779P,Colman's Bread Sauce Mix 40g,Colman's,Bread Sauce Mix,1.75,$4.38 per 100G,40g,Specials,International Foods,https://shop.coles.com.au/a/national/product/colmans-sauce-mix-bread
1132801P,Knorr Chicken & Vermicelli Noodle Soup 58g,Knorr,Chicken & Vermicelli Noodle Soup,1.3,$2.24 per 100G,58g,Specials,International Foods,https://shop.coles.com.au/a/national/product/knorr-vermicelli-soup-chicken-noodle
3724459P,Colmans Shepherds Pie Recipe Mix 50g,Colmans,Shepherds Pie Recipe Mix,2.25,$4.50 per 100G,50g,Specials,International Foods,https://shop.coles.com.au/a/national/product/colmans-shepherds-pie-recipe-mix
9888732P,Cortas Lemon Juice Substitute 1L,Cortas,Lemon Juice Substitute,3.0,$3.00 per 1L,1L,,International Foods,https://shop.coles.com.au/a/national/product/cortas-juice-lemon
3806291P,Golden Swan Thyme 250g,Golden Swan,Thyme,3.8,$1.52 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/golden-swan-thyme
3753559P,Ayam Regular Coconut Cream 400mL,Ayam,Regular Coconut Cream,3.5,$0.88 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-regular-coconut-cream
1385080P,Jinmailang Emperor Spicy Pork Noodles 112g,Jinmailang,Emperor Spicy Pork Noodles,0.9,$0.80 per 100G,112g,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-noodles-emperor-spicy-pork
7428050P,Blue Bird Original Green Onion Cut Chips 150g,Blue Bird,Original Green Onion Cut Chips,4.2,$2.80 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/blue-bird-originals-chips-green-onion
3736844P,Wei Lih Ichiban Noodle Bowl Roast Pork 150g,Wei Lih Ichiban,Noodle Bowl Roast Pork,4.4,$2.93 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/wei-lih-ichiban-nodle-bowl-roast-pork
3403342P,Walters Nougat Chocolate Biscuit 150g,Walters Nougat,Chocolate Biscuit,5.0,$3.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/walters-nougat-biscuit-chocolate
3737290P,Lotte Chocolate Koalas March 37g,Lotte,Chocolate Koalas March,1.6,$4.32 per 100G,37g,,International Foods,https://shop.coles.com.au/a/national/product/lotte-chocolate-koalas-march
5752386P,Ner Zion Shabbat Candles 72 pack,Ner Zion,Shabbat Candles,14.45,$0.20 per 1Ea,72 pack,,International Foods,https://shop.coles.com.au/a/national/product/ner-zion-candles-sabbath
5568401P,Farrow's Giant Marrowfat Peas 300g,Farrow's,Giant Marrowfat Peas,2.0,$6.67 per 1Kg,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/farrows-peas-marrowfat
2060615P,Wattie's Tomato Sauce 560g,Wattie's,Tomato Sauce,4.0,$0.71 per 100G,560g,,International Foods,https://shop.coles.com.au/a/national/product/watties-tomato-sauce
